Index,reportedCurrency,cik,fillingDate,acceptedDate,calendarYear,period,cashAndCashEquivalents,shortTermInvestments,cashAndShortTermInvestments,netReceivables,inventory,otherCurrentAssets,totalCurrentAssets,propertyPlantEquipmentNet,goodwill,intangibleAssets,goodwillAndIntangibleAssets,longTermInvestments,taxAssets,otherNonCurrentAssets,totalNonCurrentAssets,otherAssets,totalAssets,accountPayables,shortTermDebt,taxPayables,deferredRevenue,otherCurrentLiabilities,totalCurrentLiabilities,longTermDebt,deferredRevenueNonCurrent,deferredTaxLiabilitiesNonCurrent,otherNonCurrentLiabilities,totalNonCurrentLiabilities,otherLiabilities,capitalLeaseObligations,totalLiabilities,preferredStock,commonStock,retainedEarnings,accumulatedOtherComprehensiveIncomeLoss,othertotalStockholdersEquity,totalStockholdersEquity,totalEquity,totalLiabilitiesAndStockholdersEquity,minorityInterest,totalLiabilitiesAndTotalEquity,totalInvestments,totalDebt,netDebt,link,finalLink,Company
2000,USD,804328.0,2000-11-03,2000-11-03 00:00:00,2000,FY,716871000.0,1055522000.0,1772393000.0,735494000.0,85366000.0,136727000.0,2729980000.0,431705000.0,0.0,821834000.0,821834000.0,0,0.0,2079463000.0,3333002000.0,0.0,6062982000.0,112856000.0,0.0,0,0,359437000.0,472293000.0,0.0,0,0.0,27718000.0,27718000.0,0.0,0,500011000.0,0,75000.0,871090000.0,-381604000.0,5026767000.0,5516328000.0,5516328000.0,6016339000.0,0,6016339000.0,0,0.0,-716871000.0,https://www.sec.gov/Archives/edgar/data/804328/000091205700047095/0000912057-00-047095-index.html,https://www.sec.gov/Archives/edgar/data/804328/000091205700047095/a2029329z10-k.txt,QCOM
1999,USD,804328.0,1999-09-30,1999-09-29 20:00:00,1999,FY,660016000.0,954415000.0,1614431000.0,910017000.0,257941000.0,195849000.0,2978238000.0,555991000.0,0.0,0.0,0.0,0,0.0,1000721000.0,1556712000.0,0.0,4534950000.0,705208000.0,115099000.0,0,0,56070000.0,876377000.0,795000.0,0,0.0,74872000.0,75667000.0,0.0,0,952044000.0,0,16000.0,200879000.0,-334761000.0,3005621000.0,2871755000.0,2871755000.0,3823799000.0,0,3823799000.0,0,115894000.0,-544122000.0,,,QCOM
1998,USD,804328.0,1998-09-30,1998-09-29 20:00:00,1998,FY,175846000.0,127478000.0,303324000.0,668410000.0,386536000.0,178950000.0,1537220000.0,609682000.0,0.0,0.0,0.0,0,0.0,419811000.0,1029493000.0,0.0,2566713000.0,660428000.0,154058000.0,0,0,67123000.0,881609000.0,3863000.0,0,0.0,25115000.0,28978000.0,0.0,0,910587000.0,0,7000.0,0.0,-329634000.0,1287223000.0,957596000.0,957596000.0,1868183000.0,0,1868183000.0,0,157921000.0,-17925000.0,,,QCOM
1997,USD,804328.0,1997-09-30,1997-09-29 20:00:00,1997,FY,248837000.0,448235000.0,697072000.0,556883000.0,225156000.0,70484000.0,1549595000.0,425090000.0,0.0,0.0,0.0,0,0.0,299995000.0,725085000.0,0.0,2274680000.0,409156000.0,113238000.0,0,0,45084000.0,567478000.0,7729000.0,0,0.0,15295000.0,23024000.0,0.0,0,590502000.0,0,7000.0,117798000.0,-200934000.0,1107307000.0,1024178000.0,1024178000.0,1614680000.0,0,1614680000.0,0,120967000.0,-127870000.0,,,QCOM
1996,USD,804328.0,1996-12-03,1996-12-03 00:00:00,1996,FY,110100000.0,0.0,110100000.0,217400000.0,171500000.0,252200000.0,751200000.0,352700000.0,0.0,0.0,0.0,0,0.0,81400000.0,434100000.0,0.0,1185300000.0,229800000.0,82900000.0,0,0,13300000.0,326000000.0,10900000.0,0,0.0,3500000.0,14400000.0,0.0,0,340400000.0,0,0.0,25900000.0,-117300000.0,936300000.0,844900000.0,844900000.0,1185300000.0,0,1185300000.0,0,93800000.0,-16300000.0,https://www.sec.gov/Archives/edgar/data/804328/000093639296001149/0000936392-96-001149-index.html,https://www.sec.gov/Archives/edgar/data/804328/0000936392-96-001149.txt,QCOM
1995,USD,804328.0,1995-09-30,1995-09-29 20:00:00,1995,FY,500600000.0,0.0,500600000.0,82700000.0,44000000.0,77300000.0,704600000.0,185500000.0,0.0,0.0,0.0,0,0.0,50600000.0,236100000.0,0.0,940700000.0,95800000.0,1000000.0,0,0,8200000.0,105000000.0,33500000.0,0,0.0,2600000.0,36100000.0,0.0,0,141100000.0,0,0.0,4800000.0,-66400000.0,861200000.0,799600000.0,799600000.0,940700000.0,0,940700000.0,0,34500000.0,-466100000.0,,,QCOM
2022,USD,707549.0,2022-08-24,2022-08-24 16:09:20,2022,FY,3522001000.0,135731000.0,3657732000.0,4313818000.0,3966294000.0,347391000.0,12285235000.0,1647587000.0,1515113000.0,101850000.0,1616963000.0,0,0.0,1645847000.0,4910397000.0,0.0,17195632000.0,1011208000.0,7381000.0,465601000,1571898000,1508671000.0,4564759000.0,4993614000.0,0,0.0,1358893000.0,6352507000.0,0.0,43371000,10917266000.0,0,137000.0,18454724000.0,-109982000.0,-12066513000.0,6278366000.0,6278366000.0,17195632000.0,0,17195632000.0,0,5000995000.0,1478994000.0,https://www.sec.gov/Archives/edgar/data/707549/000070754922000107/0000707549-22-000107-index.htm,https://www.sec.gov/Archives/edgar/data/707549/000070754922000107/lrcx-20220626.htm,LRCX
2021,USD,707549.0,2021-08-17,2021-08-17 16:06:57,2021,FY,4418263000.0,1310872000.0,5729135000.0,3026430000.0,2689294000.0,207528000.0,11652387000.0,1303479000.0,1490134000.0,132365000.0,1622499000.0,0,0.0,1313787000.0,4239765000.0,0.0,15892152000.0,829710000.0,11349000.0,348206000,967325000,1371277000.0,3527867000.0,4983712000.0,0,0.0,1353385000.0,6337097000.0,0.0,40747000,9864964000.0,0,143000.0,14684912000.0,-64128000.0,-8593739000.0,6027188000.0,6027188000.0,15892152000.0,0,15892152000.0,0,4995061000.0,576798000.0,https://www.sec.gov/Archives/edgar/data/707549/000070754921000136/0000707549-21-000136-index.htm,https://www.sec.gov/Archives/edgar/data/707549/000070754921000136/lrcx-20210627.htm,LRCX
2020,USD,707549.0,2020-08-18,2020-08-18 16:30:43,2020,FY,4915172000.0,1795080000.0,6710252000.0,2097099000.0,1900024000.0,146160000.0,10853535000.0,1071499000.0,1484436000.0,168532000.0,1652968000.0,0,0.0,981045000.0,3705512000.0,0.0,14559047000.0,592387000.0,839877000.0,215652000,457523000,1057003000.0,3162442000.0,4970848000.0,0,0.0,1242268000.0,6213116000.0,0.0,15247000,9375558000.0,0,145000.0,11520591000.0,-94211000.0,-6243036000.0,5183489000.0,5183489000.0,14559047000.0,0,14559047000.0,0,5810725000.0,895553000.0,https://www.sec.gov/Archives/edgar/data/707549/000070754920000138/0000707549-20-000138-index.htm,https://www.sec.gov/Archives/edgar/data/707549/000070754920000138/lrcx10k2020document.htm,LRCX
2019,USD,707549.0,2019-08-20,2019-08-20 16:15:59,2019,FY,3658219000.0,1772984000.0,5431203000.0,1455522000.0,1540140000.0,133544000.0,8560409000.0,1059077000.0,1484597000.0,216950000.0,1701547000.0,0,0.0,680300000.0,3440924000.0,0.0,12001333000.0,376561000.0,667131000.0,49926000,381317000,896715000.0,2371650000.0,3822768000.0,0,0.0,1083611000.0,4906379000.0,0.0,0,7278029000.0,0,144000.0,9930919000.0,-64030000.0,-5143729000.0,4723304000.0,4723304000.0,12001333000.0,0,12001333000.0,0,4489899000.0,831680000.0,https://www.sec.gov/Archives/edgar/data/707549/000070754919000124/0000707549-19-000124-index.htm,https://www.sec.gov/Archives/edgar/data/707549/000070754919000124/lrcx10k2019document.htm,LRCX
2018,USD,707549.0,2018-08-14,2018-08-14 16:18:51,2018,FY,4512257000.0,437338000.0,4949595000.0,2176936000.0,1876162000.0,147218000.0,9149911000.0,902547000.0,1484904000.0,317836000.0,1802740000.0,0,0.0,624280000.0,3329567000.0,0.0,12479478000.0,510983000.0,610030000.0,185384000,720086000,1123825000.0,3150308000.0,1806562000.0,0,0.0,942565000.0,2749127000.0,0.0,0,5899435000.0,0,157000.0,8261194000.0,-57449000.0,-1623859000.0,6580043000.0,6580043000.0,12479478000.0,0,12479478000.0,0,2416592000.0,-2095665000.0,https://www.sec.gov/Archives/edgar/data/707549/000070754918000115/0000707549-18-000115-index.htm,https://www.sec.gov/Archives/edgar/data/707549/000070754918000115/lrcx_10kx2018xdocument.htm,LRCX
2017,USD,707549.0,2017-08-15,2017-08-15 16:08:17,2017,FY,2377534000.0,3663628000.0,6041162000.0,1673398000.0,1232916000.0,195022000.0,9142498000.0,685595000.0,1385673000.0,410995000.0,1796668000.0,0,0.0,498004000.0,2980267000.0,0.0,12122765000.0,464643000.0,908439000.0,95127000,607672000,874234000.0,2950115000.0,1784974000.0,0,0.0,400364000.0,2185338000.0,0.0,0,5135453000.0,0,162000.0,6249691000.0,-61700000.0,799159000.0,6987312000.0,6987312000.0,12122765000.0,0,12122765000.0,0,2693413000.0,315879000.0,https://www.sec.gov/Archives/edgar/data/707549/000070754917000100/0000707549-17-000100-index.htm,https://www.sec.gov/Archives/edgar/data/707549/000070754917000100/lrcx_10kx2017xdocument.htm,LRCX
2016,USD,707549.0,2016-08-17,2016-08-16 19:26:13,2016,FY,5039322000.0,1788612000.0,6827934000.0,1262145000.0,971911000.0,152921000.0,9214911000.0,639608000.0,1386276000.0,564921000.0,1951197000.0,0,0.0,465812000.0,3056617000.0,0.0,12271528000.0,348199000.0,949494000.0,86723000,349199000,686187000.0,2419802000.0,3383581000.0,0,0.0,366076000.0,3749657000.0,0.0,0,6169459000.0,0,160000.0,4820109000.0,-69333000.0,1351133000.0,6102069000.0,6102069000.0,12271528000.0,0,12271528000.0,0,4333075000.0,-706247000.0,https://www.sec.gov/Archives/edgar/data/707549/000070754916000050/0000707549-16-000050-index.htm,https://www.sec.gov/Archives/edgar/data/707549/000070754916000050/lrcx_10kx2016xdocument.htm,LRCX
2015,USD,707549.0,2015-08-13,2015-08-13 16:16:15,2015,FY,1501539000.0,2574947000.0,4076486000.0,1093582000.0,943346000.0,157435000.0,6270849000.0,621418000.0,1387509000.0,728140000.0,2115649000.0,0,0.0,356732000.0,3093799000.0,0.0,9364648000.0,300203000.0,1359650000.0,39275000,322070000,610163000.0,2631361000.0,1001382000.0,0,0.0,386953000.0,1388335000.0,0.0,0,4019696000.0,0,159000.0,4096855000.0,-57796000.0,1305734000.0,5344952000.0,5344952000.0,9364648000.0,0,9364648000.0,0,2361032000.0,859493000.0,https://www.sec.gov/Archives/edgar/data/707549/000119312515290023/0001193125-15-290023-index.htm,https://www.sec.gov/Archives/edgar/data/707549/000119312515290023/d937085d10k.htm,LRCX
2014,USD,707549.0,2014-08-26,2014-08-26 17:02:02,2014,FY,1452677000.0,1612967000.0,3065644000.0,800616000.0,740503000.0,176899000.0,4783662000.0,543496000.0,1466225000.0,894078000.0,2360303000.0,0,0.0,305845000.0,3209644000.0,0.0,7993306000.0,223515000.0,518267000.0,93934000,235923000,510362000.0,1582001000.0,817202000.0,0,0.0,381019000.0,1198221000.0,0.0,0,2780222000.0,0,162000.0,3575737000.0,-28655000.0,1665840000.0,5213084000.0,5213084000.0,7993306000.0,0,7993306000.0,0,1335469000.0,-117208000.0,https://www.sec.gov/Archives/edgar/data/707549/000119312514321759/0001193125-14-321759-index.htm,https://www.sec.gov/Archives/edgar/data/707549/000119312514321759/d741932d10k.htm,LRCX
2013,USD,707549.0,2013-08-27,2013-08-27 16:11:24,2013,FY,1162473000.0,1334745000.0,2497218000.0,602624000.0,559317000.0,134670000.0,3793829000.0,603910000.0,1452196000.0,1074345000.0,2526541000.0,0,0.0,326035000.0,3456486000.0,0.0,7250315000.0,200254000.0,514655000.0,39420000,225038000,425108000.0,1404475000.0,789256000.0,0,0.0,380792000.0,1170048000.0,0.0,0,2574523000.0,0,163000.0,2972688000.0,-28693000.0,1731634000.0,4675792000.0,4675792000.0,7250315000.0,0,7250315000.0,0,1303911000.0,141438000.0,https://www.sec.gov/Archives/edgar/data/707549/000119312513348269/0001193125-13-348269-index.htm,https://www.sec.gov/Archives/edgar/data/707549/000119312513348269/d556924d10k.htm,LRCX
2012,USD,707549.0,2012-08-22,2012-08-22 17:01:37,2012,FY,1564752000.0,1297931000.0,2862683000.0,765818000.0,632853000.0,153755000.0,4415109000.0,584596000.0,1446303000.0,1240427000.0,2686730000.0,0,0.0,318217000.0,3589543000.0,0.0,8004652000.0,258778000.0,511139000.0,24745000,164833000,467433000.0,1426928000.0,761783000.0,0,0.0,493817000.0,1255600000.0,0.0,0,2682528000.0,0,187000.0,2858809000.0,-33818000.0,2496946000.0,5322124000.0,5322124000.0,8004652000.0,0,8004652000.0,0,1272922000.0,-291830000.0,https://www.sec.gov/Archives/edgar/data/707549/000119312512365446/0001193125-12-365446-index.htm,https://www.sec.gov/Archives/edgar/data/707549/000119312512365446/d365655d10k.htm,LRCX
2011,USD,707549.0,2011-08-19,2011-08-19 17:10:36,2011,FY,1492132000.0,630115000.0,2122247000.0,590568000.0,396607000.0,167370000.0,3276792000.0,270458000.0,169182000.0,47434000.0,216616000.0,165256000,3892000.0,124380000.0,780602000.0,0.0,4057394000.0,163541000.0,4782000.0,51183000,157207000,307573000.0,684286000.0,738488000.0,0,0.0,164775000.0,903263000.0,0.0,0,1587549000.0,0,124000.0,2690086000.0,9761000.0,-230126000.0,2469845000.0,2469845000.0,4057394000.0,0,4057394000.0,795371000,743270000.0,-748862000.0,https://www.sec.gov/Archives/edgar/data/707549/000119312511227691/0001193125-11-227691-index.htm,https://www.sec.gov/Archives/edgar/data/707549/000119312511227691/d10k.htm,LRCX
2010,USD,707549.0,2010-08-23,2010-08-20 18:37:58,2010,FY,545767000.0,280690000.0,826457000.0,499890000.0,318479000.0,111835000.0,1756661000.0,200336000.0,169182000.0,67724000.0,236906000.0,165234000,26218000.0,102037000.0,730731000.0,0.0,2487392000.0,121099000.0,4967000.0,0,123194000,309397000.0,558657000.0,17645000.0,0,0.0,142955000.0,160600000.0,0.0,0,719257000.0,0,126000.0,1966336000.0,-69849000.0,-128478000.0,1768135000.0,1768135000.0,2487392000.0,0,2487392000.0,445924000,22612000.0,-523155000.0,https://www.sec.gov/Archives/edgar/data/707549/000119312510194304/0001193125-10-194304-index.htm,https://www.sec.gov/Archives/edgar/data/707549/000119312510194304/d10k.htm,LRCX
2009,USD,707549.0,2009-08-27,2009-08-26 20:12:00,2009,FY,374167000.0,205221000.0,579388000.0,253585000.0,233410000.0,129444000.0,1195827000.0,215666000.0,169182000.0,91605000.0,260787000.0,178439000,17007000.0,84145000.0,756044000.0,0.0,1951871000.0,49606000.0,5348000.0,102999000,45787000,137023000.0,340763000.0,40886000.0,0,102999000.0,14134000.0,158019000.0,0.0,0,498782000.0,0,127000.0,1624246000.0,-52822000.0,-118462000.0,1453089000.0,1453089000.0,1951871000.0,0,1951871000.0,383660000,46234000.0,-327933000.0,https://www.sec.gov/Archives/edgar/data/707549/000119312509182356/0001193125-09-182356-index.htm,https://www.sec.gov/Archives/edgar/data/707549/000119312509182356/d10k.htm,LRCX
2008,USD,707549.0,2008-08-28,2008-08-28 17:13:38,2008,FY,732537000.0,326199000.0,1058736000.0,412356000.0,282218000.0,164397000.0,1917707000.0,235735000.0,281298000.0,121889000.0,403187000.0,0,19793000.0,230333000.0,889048000.0,0.0,2806755000.0,89158000.0,30209000.0,0,128250000,390062000.0,637679000.0,276121000.0,0,0.0,109011000.0,385132000.0,0.0,0,1022811000.0,0,125000.0,1926394000.0,10620000.0,-158542000.0,1778597000.0,1778597000.0,2801408000.0,0,2801408000.0,0,306330000.0,-426207000.0,https://www.sec.gov/Archives/edgar/data/707549/000095013408015947/0000950134-08-015947-index.htm,https://www.sec.gov/Archives/edgar/data/707549/000095013408015947/f43373e10vk.htm,LRCX
2007,USD,707549.0,2008-03-31,2008-03-31 17:14:43,2007,FY,573967000.0,96724000.0,670691000.0,410013000.0,235431000.0,100226000.0,1416361000.0,113725000.0,59741000.0,70909000.0,130650000.0,0,27414000.0,413455000.0,685244000.0,0.0,2101605000.0,117617000.0,0.0,0,190885000,364296000.0,672798000.0,250000000.0,0,0.0,2487000.0,252487000.0,0.0,0,925285000.0,0,124000.0,1469452000.0,-4302000.0,-288954000.0,1176320000.0,1176320000.0,2101605000.0,0,2101605000.0,0,250000000.0,-323967000.0,https://www.sec.gov/Archives/edgar/data/707549/000089161808000189/0000891618-08-000189-index.htm,https://www.sec.gov/Archives/edgar/data/707549/000089161808000189/f39305e10vk.htm,LRCX
2006,USD,707549.0,2006-08-17,2006-08-16 19:12:37,2006,FY,910815000.0,139524000.0,1050339000.0,407347000.0,168714000.0,79969000.0,1706369000.0,49893000.0,0.0,0.0,0.0,0,38533000.0,518549000.0,606975000.0,0.0,2313344000.0,108504000.0,0.0,0,0,457722000.0,566226000.0,350000000.0,0,0.0,969000.0,350969000.0,0.0,0,917195000.0,0,142000.0,850268000.0,-11205000.0,556944000.0,1396149000.0,1396149000.0,2313344000.0,0,2313344000.0,0,350000000.0,-560815000.0,https://www.sec.gov/Archives/edgar/data/707549/000095013406016366/0000950134-06-016366-index.htm,https://www.sec.gov/Archives/edgar/data/707549/000095013406016366/f23105e10vk.htm,LRCX
2005,USD,707549.0,2005-08-18,2005-08-17 21:59:10,2005,FY,482250000.0,327003000.0,809253000.0,232005000.0,110051000.0,93527000.0,1244836000.0,41082000.0,0.0,0.0,0.0,0,43224000.0,119673000.0,203979000.0,0.0,1448815000.0,60218000.0,0.0,0,0,318915000.0,379133000.0,2786000.0,0,0.0,0.0,2786000.0,0.0,0,381919000.0,0,137000.0,520165000.0,-12014000.0,558608000.0,1066896000.0,1066896000.0,1448815000.0,0,1448815000.0,0,2786000.0,-479464000.0,https://www.sec.gov/Archives/edgar/data/707549/000089161805000627/0000891618-05-000627-index.htm,https://www.sec.gov/Archives/edgar/data/707549/000089161805000627/f11836e10vk.htm,LRCX
2004,USD,707549.0,2004-09-10,2004-09-10 12:40:30,2004,FY,163403000.0,266069000.0,429472000.0,245508000.0,108249000.0,113159000.0,896388000.0,42444000.0,0.0,0.0,0.0,0,106505000.0,153289000.0,302238000.0,0.0,1198626000.0,93394000.0,2500000.0,0,0,280712000.0,376606000.0,9554000.0,0,0.0,0.0,9554000.0,0.0,0,386160000.0,0,135000.0,221119000.0,-17122000.0,608334000.0,812466000.0,812466000.0,1198626000.0,0,1198626000.0,0,12054000.0,-151349000.0,https://www.sec.gov/Archives/edgar/data/707549/000095013404013455/0000950134-04-013455-index.htm,https://www.sec.gov/Archives/edgar/data/707549/000095013404013455/f01598e10vk.htm,LRCX
2003,USD,707549.0,2003-09-25,2003-09-24 21:58:58,2003,FY,167343000.0,340070000.0,507413000.0,107602000.0,112016000.0,145745000.0,872776000.0,48771000.0,0.0,0.0,0.0,0,87032000.0,189696000.0,325499000.0,0.0,1198275000.0,35518000.0,5011000.0,0,0,176453000.0,216982000.0,332209000.0,0,0.0,0.0,332209000.0,0.0,0,549191000.0,0,127000.0,143817000.0,-16463000.0,521603000.0,649084000.0,649084000.0,1198275000.0,0,1198275000.0,0,337220000.0,169877000.0,https://www.sec.gov/Archives/edgar/data/707549/000089161803004913/0000891618-03-004913-index.htm,https://www.sec.gov/Archives/edgar/data/707549/000089161803004913/f93126e10vk.htm,LRCX
2002,USD,707549.0,2002-09-12,2002-09-11 21:43:18,2002,FY,172431000.0,701774000.0,874205000.0,132113000.0,180799000.0,168307000.0,1355424000.0,67496000.0,0.0,0.0,0.0,0,86231000.0,123140000.0,276867000.0,0.0,1632291000.0,59806000.0,315291000.0,0,0,222447000.0,597544000.0,359691000.0,0,0.0,0.0,359691000.0,0.0,0,957235000.0,0,128000.0,157040000.0,-200385000.0,718273000.0,675056000.0,675056000.0,1632291000.0,0,1632291000.0,0,674982000.0,502551000.0,https://www.sec.gov/Archives/edgar/data/707549/000070754902000010/0000707549-02-000010-index.html,https://www.sec.gov/Archives/edgar/data/707549/000070754902000010/form10k.htm,LRCX
2001,USD,707549.0,2001-06-24,2001-06-23 20:00:00,2001,FY,222000000.0,643000000.0,865000000.0,249000000.0,285000000.0,178000000.0,1577000000.0,127000000.0,0.0,0.0,0.0,0,0.0,168000000.0,295000000.0,0.0,1872000000.0,57000000.0,0.0,0,0,443000000.0,500000000.0,660000000.0,0,0.0,-1000000.0,659000000.0,0.0,0,1159000000.0,0,0.0,254000000.0,-36000000.0,494000000.0,712000000.0,712000000.0,1871000000.0,0,1871000000.0,643000000,669000000.0,447000000.0,,,LRCX
2000,USD,707549.0,2001-05-02,2001-05-02 00:00:00,2000,FY,70000000.0,302000000.0,372000000.0,324000000.0,227000000.0,98000000.0,1021000000.0,119000000.0,0.0,0.0,0.0,0,0.0,105000000.0,224000000.0,0.0,1245000000.0,77000000.0,0.0,0,0,211000000.0,288000000.0,322000000.0,0,0.0,-1000000.0,321000000.0,0.0,0,609000000.0,0,0.0,227000000.0,-16000000.0,424000000.0,635000000.0,635000000.0,1244000000.0,0,1244000000.0,302000000,329000000.0,259000000.0,https://www.sec.gov/Archives/edgar/data/707549/000070754901500011/0000707549-01-500011-index.htm,https://www.sec.gov/Archives/edgar/data/707549/000070754901500011/form10ka.htm,LRCX
1999,USD,707549.0,1999-06-30,1999-06-29 20:00:00,1999,FY,37965000.0,273836000.0,311801000.0,170531000.0,183716000.0,72822000.0,738870000.0,103337000.0,0.0,0.0,0.0,0,51745000.0,85499000.0,240581000.0,0.0,979451000.0,51216000.0,20566000.0,0,0,172213000.0,243995000.0,326500000.0,0,0.0,0.0,326500000.0,0.0,0,570495000.0,0,39000.0,28832000.0,-126104000.0,506189000.0,408956000.0,408956000.0,979451000.0,0,979451000.0,0,347066000.0,309101000.0,,,LRCX
1998,USD,707549.0,1998-06-30,1998-06-29 20:00:00,1998,FY,13509000.0,383647000.0,397156000.0,176029000.0,220610000.0,103294000.0,897089000.0,144252000.0,0.0,0.0,0.0,0,26397000.0,83034000.0,253683000.0,0.0,1150772000.0,67703000.0,17364000.0,0,0,208442000.0,293509000.0,334174000.0,0,0.0,0.0,334174000.0,0.0,0,627683000.0,0,38000.0,141745000.0,-150534000.0,531840000.0,523089000.0,523089000.0,1150772000.0,0,1150772000.0,0,351538000.0,338029000.0,,,LRCX
1997,USD,707549.0,1997-06-30,1997-06-29 20:00:00,1997,FY,125725000.0,38520000.0,164245000.0,223123000.0,253762000.0,104908000.0,746038000.0,184500000.0,0.0,0.0,0.0,0,0.0,34911000.0,219411000.0,0.0,965449000.0,113661000.0,55841000.0,0,0,159604000.0,329106000.0,45706000.0,0,0.0,0.0,45706000.0,0.0,0,374812000.0,0,31000.0,277962000.0,-115689000.0,428333000.0,590637000.0,590637000.0,965449000.0,0,965449000.0,0,101547000.0,-24178000.0,,,LRCX
1996,USD,707549.0,1996-09-23,1996-09-23 00:00:00,1996,FY,62879000.0,67605000.0,130484000.0,256767000.0,322366000.0,67228000.0,776845000.0,170839000.0,0.0,0.0,0.0,0,0.0,21681000.0,192520000.0,0.0,969365000.0,112883000.0,37896000.0,0,0,155874000.0,306653000.0,52926000.0,0,0.0,0.0,52926000.0,0.0,0,359579000.0,0,30000.0,311596000.0,-83800000.0,381960000.0,609786000.0,609786000.0,969365000.0,0,969365000.0,0,90822000.0,27943000.0,https://www.sec.gov/Archives/edgar/data/707549/000091205796020899/0000912057-96-020899-index.html,https://www.sec.gov/Archives/edgar/data/707549/0000912057-96-020899.txt,LRCX
1995,USD,707549.0,1995-09-26,1995-09-26 00:00:00,1995,FY,43675000.0,57334000.0,101009000.0,195682000.0,171401000.0,58041000.0,526133000.0,117571000.0,0.0,0.0,0.0,0,0.0,38945000.0,156516000.0,0.0,682649000.0,82542000.0,7572000.0,0,0,98633000.0,188747000.0,95928000.0,0,2712000.0,0.0,98640000.0,0.0,0,287387000.0,0,27000.0,170505000.0,-53400000.0,278130000.0,395262000.0,395262000.0,682649000.0,0,682649000.0,0,103500000.0,59825000.0,https://www.sec.gov/Archives/edgar/data/707549/000091205795008038/0000912057-95-008038-index.html,https://www.sec.gov/Archives/edgar/data/707549/0000912057-95-008038.txt,LRCX
